ID,Local,Visitante,Liga,Temporada,Fecha-hora,Árbitro,Estadio,Sistema_Local,Sistema_Visitante,Goles_Local,Goles_Visitante,Goles_1er_tiempo_Local,Goles_1er_tiempo_Visitante,Remates_a_puerta_Local,Remates_a_puerta_Visitante,Remates_fuera_Local,Remates_fuera_Visitante,Remates_Local,Remates_Visitante,Remates_rechazados_Local,Remates_rechazados_Visitante,Tiros_dentro_del_área_Local,Tiros_dentro_del_área_Visitante,Tiros_desde_fuera_del_área_Local,Tiros_desde_fuera_del_área_Visitante,Faltas_Local,Faltas_Visitante,Córneres_Local,Córneres_Visitante,Fueras_de_juego_Local,Fueras_de_juego_Visitante,Posesión_de_balón_(por)_Local,Posesión_de_balón_(por)_Visitante,Tarjetas_amarillas_Local,Tarjetas_amarillas_Visitante,Tarjetas_rojas_Local,Tarjetas_rojas_Visitante,Paradas_Local,Paradas_Visitante,Pases_totales_Local,Pases_totales_Visitante,Pases_acierte_Local,Pases_acierte_Visitante,Pases_acierte_(por)_Local,Pases_acierte_(por)_Visitante,
473597,Valencia,Celta de Vigo,PrimeraDivision(España),2020/2021,21 Febrero 2021 - 16:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473600,Cádiz,Real Betis,PrimeraDivision(España),2020/2021,28 Febrero 2021 - 16:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473601,Celta de Vigo,Real Valladolid,PrimeraDivision(España),2020/2021,28 Febrero 2021 - 16:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473599,Deportivo Alavés,Osasuna,PrimeraDivision(España),2020/2021,28 Febrero 2021 - 16:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473602,Eibar,Huesca,PrimeraDivision(España),2020/2021,28 Febrero 2021 - 16:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473603,Getafe,Valencia,PrimeraDivision(España),2020/2021,28 Febrero 2021 - 16:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473604,Granada,Elche,PrimeraDivision(España),2020/2021,28 Febrero 2021 - 16:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473605,Levante,Athletic Bilbao,PrimeraDivision(España),2020/2021,28 Febrero 2021 - 16:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473606,Real Madrid,Real Sociedad,PrimeraDivision(España),2020/2021,28 Febrero 2021 - 16:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473607,Sevilla,FC Barcelona,PrimeraDivision(España),2020/2021,28 Febrero 2021 - 16:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473608,Villarreal,Atlético Madrid,PrimeraDivision(España),2020/2021,28 Febrero 2021 - 16:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473609,Athletic Bilbao,Granada,PrimeraDivision(España),2020/2021,7 Marzo  2021 - 16:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473610,Atlético Madrid,Real Madrid,PrimeraDivision(España),2020/2021,7 Marzo  2021 - 16:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473612,Cádiz,Eibar,PrimeraDivision(España),2020/2021,7 Marzo  2021 - 16:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473613,Elche,Sevilla,PrimeraDivision(España),2020/2021,7 Marzo  2021 - 16:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473614,Huesca,Celta de Vigo,PrimeraDivision(España),2020/2021,7 Marzo  2021 - 16:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473615,Osasuna,FC Barcelona,PrimeraDivision(España),2020/2021,7 Marzo  2021 - 16:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473611,Real Betis,Deportivo Alavés,PrimeraDivision(España),2020/2021,7 Marzo  2021 - 16:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473616,Real Sociedad,Levante,PrimeraDivision(España),2020/2021,7 Marzo  2021 - 16:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473618,Real Valladolid,Getafe,PrimeraDivision(España),2020/2021,7 Marzo  2021 - 16:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473617,Valencia,Villarreal,PrimeraDivision(España),2020/2021,7 Marzo  2021 - 16:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473621,Celta de Vigo,Athletic Bilbao,PrimeraDivision(España),2020/2021,14 Marzo  2021 - 16:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473619,Deportivo Alavés,Cádiz,PrimeraDivision(España),2020/2021,14 Marzo  2021 - 16:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473622,Eibar,Villarreal,PrimeraDivision(España),2020/2021,14 Marzo  2021 - 16:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473620,FC Barcelona,Huesca,PrimeraDivision(España),2020/2021,14 Marzo  2021 - 16:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473623,Getafe,Atlético Madrid,PrimeraDivision(España),2020/2021,14 Marzo  2021 - 16:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473624,Granada,Real Sociedad,PrimeraDivision(España),2020/2021,14 Marzo  2021 - 16:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473625,Levante,Valencia,PrimeraDivision(España),2020/2021,14 Marzo  2021 - 16:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473626,Osasuna,Real Valladolid,PrimeraDivision(España),2020/2021,14 Marzo  2021 - 16:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473627,Real Madrid,Elche,PrimeraDivision(España),2020/2021,14 Marzo  2021 - 16:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473628,Sevilla,Real Betis,PrimeraDivision(España),2020/2021,14 Marzo  2021 - 16:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473629,Athletic Bilbao,Eibar,PrimeraDivision(España),2020/2021,21 Marzo  2021 - 16:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473630,Atlético Madrid,Deportivo Alavés,PrimeraDivision(España),2020/2021,21 Marzo  2021 - 16:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473632,Celta de Vigo,Real Madrid,PrimeraDivision(España),2020/2021,21 Marzo  2021 - 16:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473633,Getafe,Elche,PrimeraDivision(España),2020/2021,21 Marzo  2021 - 16:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473634,Huesca,Osasuna,PrimeraDivision(España),2020/2021,21 Marzo  2021 - 16:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473631,Real Betis,Levante,PrimeraDivision(España),2020/2021,21 Marzo  2021 - 16:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473635,Real Sociedad,FC Barcelona,PrimeraDivision(España),2020/2021,21 Marzo  2021 - 16:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473637,Real Valladolid,Sevilla,PrimeraDivision(España),2020/2021,21 Marzo  2021 - 16:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473636,Valencia,Granada,PrimeraDivision(España),2020/2021,21 Marzo  2021 - 16:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473638,Villarreal,Cádiz,PrimeraDivision(España),2020/2021,21 Marzo  2021 - 16:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473641,Cádiz,Valencia,PrimeraDivision(España),2020/2021,4 Abril 2021 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473639,Deportivo Alavés,Celta de Vigo,PrimeraDivision(España),2020/2021,4 Abril 2021 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473642,Elche,Real Betis,PrimeraDivision(España),2020/2021,4 Abril 2021 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473640,FC Barcelona,Real Valladolid,PrimeraDivision(España),2020/2021,4 Abril 2021 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473643,Granada,Villarreal,PrimeraDivision(España),2020/2021,4 Abril 2021 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473644,Levante,Huesca,PrimeraDivision(España),2020/2021,4 Abril 2021 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473645,Osasuna,Getafe,PrimeraDivision(España),2020/2021,4 Abril 2021 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473646,Real Madrid,Eibar,PrimeraDivision(España),2020/2021,4 Abril 2021 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473647,Real Sociedad,Athletic Bilbao,PrimeraDivision(España),2020/2021,4 Abril 2021 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473648,Sevilla,Atlético Madrid,PrimeraDivision(España),2020/2021,4 Abril 2021 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473649,Athletic Bilbao,Deportivo Alavés,PrimeraDivision(España),2020/2021,11 Abril 2021 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473651,Celta de Vigo,Sevilla,PrimeraDivision(España),2020/2021,11 Abril 2021 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473652,Eibar,Levante,PrimeraDivision(España),2020/2021,11 Abril 2021 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473653,Getafe,Cádiz,PrimeraDivision(España),2020/2021,11 Abril 2021 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473654,Huesca,Elche,PrimeraDivision(España),2020/2021,11 Abril 2021 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473650,Real Betis,Atlético Madrid,PrimeraDivision(España),2020/2021,11 Abril 2021 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473655,Real Madrid,FC Barcelona,PrimeraDivision(España),2020/2021,11 Abril 2021 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473657,Real Valladolid,Granada,PrimeraDivision(España),2020/2021,11 Abril 2021 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473656,Valencia,Real Sociedad,PrimeraDivision(España),2020/2021,11 Abril 2021 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473658,Villarreal,Osasuna,PrimeraDivision(España),2020/2021,11 Abril 2021 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473660,Atlético Madrid,Huesca,PrimeraDivision(España),2020/2021,21 Abril 2021 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473663,Cádiz,Real Madrid,PrimeraDivision(España),2020/2021,21 Abril 2021 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473659,Deportivo Alavés,Villarreal,PrimeraDivision(España),2020/2021,21 Abril 2021 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473664,Elche,Real Valladolid,PrimeraDivision(España),2020/2021,21 Abril 2021 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473661,FC Barcelona,Getafe,PrimeraDivision(España),2020/2021,21 Abril 2021 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473665,Granada,Eibar,PrimeraDivision(España),2020/2021,21 Abril 2021 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473666,Levante,Sevilla,PrimeraDivision(España),2020/2021,21 Abril 2021 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473667,Osasuna,Valencia,PrimeraDivision(España),2020/2021,21 Abril 2021 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473662,Real Betis,Athletic Bilbao,PrimeraDivision(España),2020/2021,21 Abril 2021 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473668,Real Sociedad,Celta de Vigo,PrimeraDivision(España),2020/2021,21 Abril 2021 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473669,Athletic Bilbao,Atlético Madrid,PrimeraDivision(España),2020/2021,25 Abril 2021 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
