ID,Local,Visitante,Liga,Temporada,Fecha-hora,Árbitro,Estadio,Sistema_Local,Sistema_Visitante,Goles_Local,Goles_Visitante,Goles_1er_tiempo_Local,Goles_1er_tiempo_Visitante,Remates_a_puerta_Local,Remates_a_puerta_Visitante,Remates_fuera_Local,Remates_fuera_Visitante,Remates_Local,Remates_Visitante,Remates_rechazados_Local,Remates_rechazados_Visitante,Tiros_dentro_del_área_Local,Tiros_dentro_del_área_Visitante,Tiros_desde_fuera_del_área_Local,Tiros_desde_fuera_del_área_Visitante,Faltas_Local,Faltas_Visitante,Córneres_Local,Córneres_Visitante,Fueras_de_juego_Local,Fueras_de_juego_Visitante,Posesión_de_balón_(por)_Local,Posesión_de_balón_(por)_Visitante,Tarjetas_amarillas_Local,Tarjetas_amarillas_Visitante,Tarjetas_rojas_Local,Tarjetas_rojas_Visitante,Paradas_Local,Paradas_Visitante,Pases_totales_Local,Pases_totales_Visitante,Pases_acierte_Local,Pases_acierte_Visitante,Pases_acierte_(por)_Local,Pases_acierte_(por)_Visitante,
473670,Celta de Vigo,Osasuna,PrimeraDivision(España),2020/2021,25 Abril 2021 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473671,Eibar,Real Sociedad,PrimeraDivision(España),2020/2021,25 Abril 2021 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473672,Elche,Levante,PrimeraDivision(España),2020/2021,25 Abril 2021 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473673,Huesca,Getafe,PrimeraDivision(España),2020/2021,25 Abril 2021 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473674,Real Madrid,Real Betis,PrimeraDivision(España),2020/2021,25 Abril 2021 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473677,Real Valladolid,Cádiz,PrimeraDivision(España),2020/2021,25 Abril 2021 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473675,Sevilla,Granada,PrimeraDivision(España),2020/2021,25 Abril 2021 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473676,Valencia,Deportivo Alavés,PrimeraDivision(España),2020/2021,25 Abril 2021 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473678,Villarreal,FC Barcelona,PrimeraDivision(España),2020/2021,25 Abril 2021 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473680,Athletic Bilbao,Real Valladolid,PrimeraDivision(España),2020/2021,28 Abril 2021 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473681,Atlético Madrid,Eibar,PrimeraDivision(España),2020/2021,28 Abril 2021 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473684,Cádiz,Celta de Vigo,PrimeraDivision(España),2020/2021,28 Abril 2021 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473679,Deportivo Alavés,Huesca,PrimeraDivision(España),2020/2021,28 Abril 2021 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473682,FC Barcelona,Granada,PrimeraDivision(España),2020/2021,28 Abril 2021 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473685,Getafe,Real Madrid,PrimeraDivision(España),2020/2021,28 Abril 2021 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473686,Levante,Villarreal,PrimeraDivision(España),2020/2021,28 Abril 2021 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473687,Osasuna,Elche,PrimeraDivision(España),2020/2021,28 Abril 2021 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473683,Real Betis,Valencia,PrimeraDivision(España),2020/2021,28 Abril 2021 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473688,Real Sociedad,Sevilla,PrimeraDivision(España),2020/2021,28 Abril 2021 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473689,Celta de Vigo,Levante,PrimeraDivision(España),2020/2021,2 Mayo 2021 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473690,Eibar,Deportivo Alavés,PrimeraDivision(España),2020/2021,2 Mayo 2021 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473691,Elche,Atlético Madrid,PrimeraDivision(España),2020/2021,2 Mayo 2021 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473692,Granada,Cádiz,PrimeraDivision(España),2020/2021,2 Mayo 2021 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473693,Huesca,Real Sociedad,PrimeraDivision(España),2020/2021,2 Mayo 2021 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473694,Real Madrid,Osasuna,PrimeraDivision(España),2020/2021,2 Mayo 2021 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473697,Real Valladolid,Real Betis,PrimeraDivision(España),2020/2021,2 Mayo 2021 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473695,Sevilla,Athletic Bilbao,PrimeraDivision(España),2020/2021,2 Mayo 2021 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473696,Valencia,FC Barcelona,PrimeraDivision(España),2020/2021,2 Mayo 2021 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473698,Villarreal,Getafe,PrimeraDivision(España),2020/2021,2 Mayo 2021 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473700,Athletic Bilbao,Osasuna,PrimeraDivision(España),2020/2021,9 Mayo 2021 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473703,Cádiz,Huesca,PrimeraDivision(España),2020/2021,9 Mayo 2021 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473699,Deportivo Alavés,Levante,PrimeraDivision(España),2020/2021,9 Mayo 2021 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473701,FC Barcelona,Atlético Madrid,PrimeraDivision(España),2020/2021,9 Mayo 2021 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473704,Getafe,Eibar,PrimeraDivision(España),2020/2021,9 Mayo 2021 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473702,Real Betis,Granada,PrimeraDivision(España),2020/2021,9 Mayo 2021 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473705,Real Madrid,Sevilla,PrimeraDivision(España),2020/2021,9 Mayo 2021 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473706,Real Sociedad,Elche,PrimeraDivision(España),2020/2021,9 Mayo 2021 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473707,Valencia,Real Valladolid,PrimeraDivision(España),2020/2021,9 Mayo 2021 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473708,Villarreal,Celta de Vigo,PrimeraDivision(España),2020/2021,9 Mayo 2021 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473709,Atlético Madrid,Real Sociedad,PrimeraDivision(España),2020/2021,12 Mayo 2021 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473710,Celta de Vigo,Getafe,PrimeraDivision(España),2020/2021,12 Mayo 2021 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473711,Eibar,Real Betis,PrimeraDivision(España),2020/2021,12 Mayo 2021 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473712,Elche,Deportivo Alavés,PrimeraDivision(España),2020/2021,12 Mayo 2021 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473713,Granada,Real Madrid,PrimeraDivision(España),2020/2021,12 Mayo 2021 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473714,Huesca,Athletic Bilbao,PrimeraDivision(España),2020/2021,12 Mayo 2021 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473715,Levante,FC Barcelona,PrimeraDivision(España),2020/2021,12 Mayo 2021 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473716,Osasuna,Cádiz,PrimeraDivision(España),2020/2021,12 Mayo 2021 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473718,Real Valladolid,Villarreal,PrimeraDivision(España),2020/2021,12 Mayo 2021 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473717,Sevilla,Valencia,PrimeraDivision(España),2020/2021,12 Mayo 2021 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473720,Athletic Bilbao,Real Madrid,PrimeraDivision(España),2020/2021,16 Mayo 2021 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473721,Atlético Madrid,Osasuna,PrimeraDivision(España),2020/2021,16 Mayo 2021 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473724,Cádiz,Elche,PrimeraDivision(España),2020/2021,16 Mayo 2021 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473719,Deportivo Alavés,Granada,PrimeraDivision(España),2020/2021,16 Mayo 2021 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473722,FC Barcelona,Celta de Vigo,PrimeraDivision(España),2020/2021,16 Mayo 2021 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473725,Getafe,Levante,PrimeraDivision(España),2020/2021,16 Mayo 2021 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473723,Real Betis,Huesca,PrimeraDivision(España),2020/2021,16 Mayo 2021 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473726,Real Sociedad,Real Valladolid,PrimeraDivision(España),2020/2021,16 Mayo 2021 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473727,Valencia,Eibar,PrimeraDivision(España),2020/2021,16 Mayo 2021 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473728,Villarreal,Sevilla,PrimeraDivision(España),2020/2021,16 Mayo 2021 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473729,Celta de Vigo,Real Betis,PrimeraDivision(España),2020/2021,23 Mayo 2021 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473730,Eibar,FC Barcelona,PrimeraDivision(España),2020/2021,23 Mayo 2021 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473731,Elche,Athletic Bilbao,PrimeraDivision(España),2020/2021,23 Mayo 2021 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473732,Granada,Getafe,PrimeraDivision(España),2020/2021,23 Mayo 2021 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473733,Huesca,Valencia,PrimeraDivision(España),2020/2021,23 Mayo 2021 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473734,Levante,Cádiz,PrimeraDivision(España),2020/2021,23 Mayo 2021 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473735,Osasuna,Real Sociedad,PrimeraDivision(España),2020/2021,23 Mayo 2021 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473736,Real Madrid,Villarreal,PrimeraDivision(España),2020/2021,23 Mayo 2021 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473738,Real Valladolid,Atlético Madrid,PrimeraDivision(España),2020/2021,23 Mayo 2021 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473737,Sevilla,Deportivo Alavés,PrimeraDivision(España),2020/2021,23 Mayo 2021 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
