ID,Local,Visitante,Liga,Temporada,Equipo,Titular,Posicion,Jugador,Puntuacion,Capitan,
473362,Real Valladolid,Real Sociedad,PrimeraDivision(España),13 Septiembre 2020 - 14:00,Real Valladolid,Suplente,Portero,13. Roberto Jiménez,,,
473362,Real Valladolid,Real Sociedad,PrimeraDivision(España),13 Septiembre 2020 - 14:00,Real Valladolid,Suplente,Defensa,2. Luis Pérez,,,
473362,Real Valladolid,Real Sociedad,PrimeraDivision(España),13 Septiembre 2020 - 14:00,Real Valladolid,Suplente,Defensa,3. Raúl García,,,
473362,Real Valladolid,Real Sociedad,PrimeraDivision(España),13 Septiembre 2020 - 14:00,Real Valladolid,Suplente,Defensa,5. Javi Sánchez,,,
473362,Real Valladolid,Real Sociedad,PrimeraDivision(España),13 Septiembre 2020 - 14:00,Real Valladolid,Suplente,Mediocentro,8. Kike,,,
473362,Real Valladolid,Real Sociedad,PrimeraDivision(España),13 Septiembre 2020 - 14:00,Real Valladolid,Suplente,Mediocentro,11. Pablo Hervias,6.3,,
473362,Real Valladolid,Real Sociedad,PrimeraDivision(España),13 Septiembre 2020 - 14:00,Real Valladolid,Suplente,Mediocentro,15. Luismi,,,
473362,Real Valladolid,Real Sociedad,PrimeraDivision(España),13 Septiembre 2020 - 14:00,Real Valladolid,Suplente,Mediocentro,19. Toni Villa,,,
473362,Real Valladolid,Real Sociedad,PrimeraDivision(España),13 Septiembre 2020 - 14:00,Real Valladolid,Suplente,Mediocentro,29. Oriol Rey,,,
473362,Real Valladolid,Real Sociedad,PrimeraDivision(España),13 Septiembre 2020 - 14:00,Real Valladolid,Suplente,Delantero,9. Shon Weissman,,,
473362,Real Valladolid,Real Sociedad,PrimeraDivision(España),13 Septiembre 2020 - 14:00,Real Valladolid,Suplente,Delantero,27. Jose Luis Zalazar,,,
473362,Real Valladolid,Real Sociedad,PrimeraDivision(España),13 Septiembre 2020 - 14:00,Real Sociedad,Suplente,Portero,13. Miguel Ángel Moyà,,,
473362,Real Valladolid,Real Sociedad,PrimeraDivision(España),13 Septiembre 2020 - 14:00,Real Sociedad,Suplente,Portero,30. Andoni Zubiaurre,,,
473362,Real Valladolid,Real Sociedad,PrimeraDivision(España),13 Septiembre 2020 - 14:00,Real Sociedad,Suplente,Defensa,15. Modibo Sagnan,,,
473362,Real Valladolid,Real Sociedad,PrimeraDivision(España),13 Septiembre 2020 - 14:00,Real Sociedad,Suplente,Defensa,24. Robin Le Normand,,,
473362,Real Valladolid,Real Sociedad,PrimeraDivision(España),13 Septiembre 2020 - 14:00,Real Sociedad,Suplente,Defensa,32. Jérémy Blasco,,,
473362,Real Valladolid,Real Sociedad,PrimeraDivision(España),13 Septiembre 2020 - 14:00,Real Sociedad,Suplente,Mediocentro,11. Adnan Januzaj,6.5,,
473362,Real Valladolid,Real Sociedad,PrimeraDivision(España),13 Septiembre 2020 - 14:00,Real Sociedad,Suplente,Mediocentro,14. Jon Guridi,,,
473362,Real Valladolid,Real Sociedad,PrimeraDivision(España),13 Septiembre 2020 - 14:00,Real Sociedad,Suplente,Mediocentro,16. Ander Guevara,,,
473362,Real Valladolid,Real Sociedad,PrimeraDivision(España),13 Septiembre 2020 - 14:00,Real Sociedad,Suplente,Mediocentro,29. Robert Navarro,,,
473362,Real Valladolid,Real Sociedad,PrimeraDivision(España),13 Septiembre 2020 - 14:00,Real Sociedad,Suplente,Delantero,10. Mikel Oyarzabal,6.5,,
473362,Real Valladolid,Real Sociedad,PrimeraDivision(España),13 Septiembre 2020 - 14:00,Real Sociedad,Suplente,Delantero,25. Jon Bautista,6.7,,
473362,Real Valladolid,Real Sociedad,PrimeraDivision(España),13 Septiembre 2020 - 14:00,Real Sociedad,Suplente,Delantero,35. Julen Lobete,,,
